Name,Duration,Pace,Language,Author,Code,Description,Category,Link
Customer Relationship Management,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN12,"How can a customer relationship management tool help me to build my business?
Learn how to use a customer relationship (CRM) tool to keep better track of your customers’ and potential customers’ information to enable you to build your business.

In this course, you will learn how to:

Set up a CRM tool for your business.
Use the CRM tool to track information that will help you build your business.
",Marketing,https://www.life-global.org//course/35-customer-relationship-management
The Art of Sales: Fundamentals of Selling,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN32,"How can I become a better salesperson?
Find out how to negotiate sales, handle customer objections, and use sales tools to become a better salesperson. 

In this course, you will learn how to:

Understand what sales are and how to be a more effective salesperson.
Understand your potential customers’ buying habits.
Create an elevator speech for your business.
Learn how to negotiate a sale and handle objections.
Learn how to use sales tools such as Google Analytics and social media
",Marketing,https://www.life-global.org//course/32-the-art-of-sales-fundamentals-of-selling
Marketing Benefits vs. Features,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN19,"How can I promote the benefits of my products or services effectively?
Learn how to create marketing materials to promote the advantages of your products or services to your target audience.

In this course, you will learn how to:

Understand the difference between benefits and features.
Use benefits and features to effectively promote your products and services to your target market.Create a flyer for your business using online templates.
",Marketing,https://www.life-global.org//course/31-marketing-benefits-vs.-features
Setting Prices,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN15,"How do I set prices for my products or services?
Explore how to use research to determine prices for your products and services and how to use word processing software to track the information you gather. 

In this course, you will learn how to:

Carry out research to determine prices for your products and services.Set prices for products and services.
Use word processing software to customize tables.
",Marketing,https://www.life-global.org//course/29-setting-prices
Social Media Marketing,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN02,"How can I use social media marketing to build my business?
Explore a range of different social media marketing platforms and learn how to create a social media advertisement that will reach your target customers.

In this course, you will learn how to:

Use different social media platforms to promote your business.
Create a Facebook advertisement targeted to your customers.

",Marketing,https://www.life-global.org//course/25-social-media-marketing
Inventory Management,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN20,"How much do I need to sell to make a profit?
Learn why inventory management is essential to your business and how to manage it to maximize your profit.

In this course, you will learn how to:

Choose the best method of inventory management for your business.
Use different technologies to manage your inventory. 
",Operations,https://www.life-global.org//course/37-inventory-management
IT for Business Success,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN24,"How do I assess what technology I should use in my business?Determine the types of technology solutions that best address your business goals and learn how different technologies directly and indirectly impact your business.

In this course, you will learn how to:

Determine the types of technology solutions that best address your business goals.
Decide the best way to implement a technology solution given the circumstances of your specific business.
",Operations,https://www.life-global.org//course/39-it-for-business-success
Energy Efficiency: Do More for Less,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN22,"How can I conserve energy in my business?
Find out how to assess and reduce energy use in your business to save money and protect the environment. 

In this course, you will learn how to:

Understand how to assess your energy use and how conserving energy saves your business money, preserves natural resources, and cuts back on pollution.
Use a spreadsheet to assess your business’s energy use and adjust your practices.
",Operations,https://www.life-global.org//course/38-energy-efficiency-do-more-for-less
Hiring Staff,No more than 60 minutes,Self-Paced,English,HP LIFE,HPL-EN13,"How do I hire the right people for my business?
Learn how to select the right candidate for a job and how to create a job application using word processing software. 

In this course, you will learn how to:

Follow a structured procedure to hire an employee.
Use word processing software to create a job application.

",Operations,https://www.life-global.org//course/36-hiring-staff
المحاضرات الفعّالة,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR10,"كيف يمكنني إنشاء عروض شرائح فعالة؟
تعلم كيفية تطوير وممارسة وتقديم عرض تقديمي مُقنِع يعبّر عن رسالتك بوضوح ويستهدف جمهورًا محددًا.
ستتعلّم في هذه الدورة كيفية:

تحديد المعلومات الموجودة في العرض التقديمي الأكثر صلة بجمهور معين.
إنشاء عروض شرائح فعالة ومصممة بشكل جيد لتقديمها عن بُعد أو شخصيًا.
تطوير أفضل الممارسات للخطابة العامة وتقديم عرض تقديمي.

",الاتصالات,https://www.life-global.org/ar/ar/course/213-%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D8%B6%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D9%81%D8%B9%D9%91%D8%A7%D9%84%D8%A9
البريد الإلكتروني للعمل,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR11,"كيف يمكنني استخدام البريد الإلكتروني في عملي على نحو فعّال؟
تعرف على كيفية إنشاء رسائل بريد إلكتروني مهنية للتواصل الفعال مع عملائك وشركائك.

في هذه الدورة، ستتعلم كيفية:

التعرف على ما يجب فعله وما لا يجب فعله في البريد الإلكتروني للعمل.
توجيه رسالة بريد إلكتروني.
إضافة مُرفق إلى رسالة بريد إلكتروني.
إنشاء توقيع بريد إلكتروني.
",الاتصالات,https://www.life-global.org/ar/ar/course/212-%D8%A7%D9%84%D8%A8%D8%B1%D9%8A%D8%AF-%D8%A7%D9%84%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D9%84%D8%B9%D9%85%D9%84
القيادة الفعّالة,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR23,"كيف يمكنني أن أصبح قائدًا أكثر تأثيرًا؟
تعلم متى وكيف تستخدم أساليب القيادة المختلفة لتصبح قائد أقوى وأكثر تأثيرًا في كل جوانب العمل.

في هذه الدورة، ستتعلم كيفية:

تقييم أي من مناهج القيادة هي الأنسب في المواقف المختلفة.
استخدام برامج الكمبيوتر المكتبي أو الهاتف النقال للتعاون والتواصل ككقائد بإنتاجية أكبر.
",الاتصالات,https://www.life-global.org/ar/ar/course/210-%D8%A7%D9%84%D9%82%D9%8A%D8%A7%D8%AF%D8%A9-%D8%A7%D9%84%D9%81%D8%B9%D9%91%D8%A7%D9%84%D8%A9
عرض البيانات,لا تزيد عن 60 دقيقة,إمكانية الإكمال بالطريقة المناسبة لك,العربية,HP LIFE,HPL-AR14,"ما هي أكثر طريقة فعالة لعرض بيانات عملي؟
تعرف على طريقة استخدام برامج جداول البيانات لإنشاء المخططات لإيصال بيانات عملك بطريقة فعالة.

في هذه الدورة، ستتعلم كيفية:

فهم طريقة استخدام المخططات والرسومات المختلفة لمساعدة الأشخاص على تقدير عملك.
تحديد نوع المخطط الذي يجب استخدامه لعرض بياناتك على نحو فعّال.
استخدام برامج جداول البيانات لإنشاء مخططات ورسومات.
",الاتصالات,https://www.life-global.org/ar/ar/course/211-%D8%B9%D8%B1%D8%B6-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA
